Timestamp,Machine,Voltage,Current,Power,Energy,PowerFactor,Frequency,Temperature,Status
2026-07-15T06:55:58.979539+00:00,84.0,4700.9,5314.1,6640.1,4605.8,4874.0,2213.3,5051.5,4519.3,4968.8,1861.9,5662.8,5155.6,0.0,5129.7,7.5,7.6,6.7,0.0,5115.4,1.0,0.0
2026-07-15T06:56:01.043901+00:00,85.0,4074.1,6442.6,6797.7,5264.6,4455.3,2535.7,4872.7,4045.0,5270.3,2184.6,5895.1,5081.6,0.0,5242.1,0.0,14.6,10.9,0.0,4939.2,0.0,0.0
2026-07-15T06:56:03.284876+00:00,86.0,4174.5,6307.4,6779.3,5195.1,5025.1,3222.3,5154.3,3584.7,4748.7,2449.1,5671.3,5391.8,0.0,5658.1,6.7,13.7,25.0,53.8,4813.0,1.0,0.0
2026-07-15T06:56:05.487382+00:00,87.0,4488.8,6767.6,7021.2,5290.6,5274.2,2717.0,5322.5,2669.0,4444.4,3339.1,5242.3,5276.6,0.0,5925.4,27.3,16.7,31.8,92.6,5140.0,1.0,0.0
2026-07-15T06:56:07.676360+00:00,88.0,4519.3,5632.7,6526.1,4945.7,5770.2,1878.9,5756.3,3059.9,4664.4,3405.8,4458.2,5171.2,0.0,6189.6,37.1,24.1,43.5,103.7,5130.8,1.0,0.0
2026-07-15T06:56:09.861872+00:00,89.0,4057.4,7008.0,6610.0,4685.2,4993.3,1166.6,5857.0,2123.8,4727.6,3610.3,4723.5,4957.2,0.0,6343.6,48.0,14.1,33.2,117.5,5313.2,1.0,1.0
2026-07-15T06:56:12.084760+00:00,90.0,3729.0,6907.2,6853.6,5166.2,5162.1,893.5,5511.4,1450.6,5380.6,3785.0,4133.6,4601.1,0.0,6776.3,53.4,11.3,33.5,114.8,5174.4,1.0,0.0
2026-07-15T06:56:14.328600+00:00,91.0,4093.3,6140.1,7203.7,4855.5,6470.3,942.9,5473.7,1593.5,5485.2,4234.9,3389.3,4398.0,0.0,6773.1,68.4,18.3,47.6,111.7,5465.3,1.0,0.0
2026-07-15T06:56:16.565415+00:00,92.0,4676.7,6284.6,7564.4,4637.4,5759.0,519.4,6008.6,2066.4,5048.3,4733.7,3469.9,4464.2,0.0,6803.4,48.8,3.1,44.0,131.9,5402.9,1.0,0.0
2026-07-15T06:56:18.748839+00:00,93.0,4726.1,4980.3,7645.5,4581.4,6347.7,770.8,5934.8,851.4,5940.4,4257.1,3731.5,4820.6,0.0,6984.2,104.8,12.3,24.3,139.9,5731.0,1.0,0.0
2026-07-15T06:56:20.944123+00:00,94.0,4526.4,5013.2,7398.3,4291.0,6737.5,735.9,6058.1,34.3,5789.7,4338.4,3450.4,4808.2,0.0,6681.1,124.8,23.2,34.4,150.3,5220.2,1.0,0.0
2026-07-15T06:56:23.140168+00:00,95.0,4781.2,3705.9,7503.0,3849.3,5699.2,-630.7,5635.5,-757.0,5786.4,5174.1,2972.3,4402.4,0.0,6562.2,157.1,31.7,40.9,183.9,5349.2,1.0,0.0
2026-07-15T06:56:25.363323+00:00,96.0,5012.0,2414.2,7451.6,3918.3,6429.6,-782.4,5821.3,-371.7,5605.6,5376.3,2451.8,4483.4,0.0,6742.9,130.5,40.5,36.6,172.0,5285.5,1.0,0.0
2026-07-15T06:56:27.653849+00:00,97.0,5041.8,3547.2,6933.2,3935.2,6728.8,-458.5,5617.1,-14.0,5981.9,5230.2,2965.3,4473.8,0.0,6644.2,119.8,41.9,54.2,161.2,5390.7,1.0,0.0
2026-07-15T06:56:29.846129+00:00,98.0,5205.3,3264.0,6895.8,3555.7,7790.5,526.4,5695.1,-626.4,5888.9,4025.4,3608.2,4471.6,0.0,6441.0,151.2,43.4,62.9,148.1,5095.9,1.0,0.0
2026-07-15T06:56:32.027421+00:00,99.0,5258.4,2196.4,6882.6,3601.2,8049.9,-149.0,5961.6,-451.4,6004.0,3880.5,3172.8,4659.5,0.0,6577.4,163.7,33.2,67.9,144.8,5513.8,1.0,0.0
2026-07-15T06:56:34.217999+00:00,100.0,4879.2,2544.4,7116.5,3356.8,7598.1,142.2,5897.3,-84.8,5681.5,3712.0,3146.5,4901.7,0.0,6673.1,169.4,23.9,64.9,174.4,5742.2,1.0,0.0
2026-07-15T06:56:36.404983+00:00,101.0,5144.2,1280.7,7287.0,3003.3,7775.0,1502.2,6045.2,-369.2,5528.2,4713.2,2936.7,5179.4,0.0,6422.2,183.2,26.9,53.7,164.0,6371.2,1.0,0.0
2026-07-15T06:56:38.587221+00:00,102.0,5604.7,2265.3,7370.1,3392.4,7475.3,1432.1,5699.7,-668.6,4919.5,4350.4,2968.3,5115.5,0.0,6217.5,193.3,33.5,39.5,177.1,5699.5,1.0,0.0
2026-07-15T06:56:40.774117+00:00,103.0,5946.8,2826.8,7264.7,3507.5,7926.7,1232.7,5656.0,-406.2,5007.6,3123.6,3366.4,4607.2,0.0,5929.0,164.0,45.4,48.1,185.0,5728.0,0.0,0.0
2026-07-15T06:56:42.956439+00:00,104.0,5772.7,4109.6,7117.4,3416.9,6721.1,1731.8,6146.4,-520.6,5575.7,3512.7,3423.8,4776.5,0.0,6289.4,156.2,33.3,36.4,181.8,5907.1,1.0,0.0
2026-07-15T06:56:45.149571+00:00,105.0,5945.1,4436.8,6870.0,3474.9,6680.8,1244.2,6058.9,-629.7,5236.7,3235.7,3576.9,4868.5,0.0,5928.9,159.1,34.8,40.6,197.0,6230.4,1.0,0.0
2026-07-15T06:56:47.450510+00:00,106.0,5987.5,5137.6,7230.0,3840.7,7628.5,1459.3,6183.1,-558.1,5870.2,2366.0,3612.7,4212.4,0.0,5570.3,162.7,48.9,48.7,210.7,6218.9,1.0,0.0
2026-07-15T06:56:49.636540+00:00,107.0,5803.9,4047.9,7266.2,4030.6,7664.6,1453.8,6204.3,-20.5,5716.7,1457.3,3349.1,3922.5,0.0,5608.9,128.7,56.4,46.2,184.2,6143.7,1.0,0.0
2026-07-15T06:56:51.827703+00:00,108.0,5649.0,3913.7,7565.7,3888.1,7388.2,1713.9,5805.0,-396.3,5838.5,277.5,3628.4,4183.1,0.0,6020.2,102.9,64.6,60.7,199.4,6058.6,1.0,0.0
